Id,degree,betweenesscentrality,eigencentrality,pageranks
1410,19,737.344 ,0.107 ,0.001 
1411,4,9.591 ,0.032 ,0.000 
1412,1,0.000 ,0.005 ,0.000 
1413,5,314.048 ,0.029 ,0.000 
1414,4,8.334 ,0.029 ,0.000 
1415,2,1.313 ,0.008 ,0.000 
1416,1,0.000 ,0.007 ,0.000 
1417,4,3.447 ,0.017 ,0.000 
1418,5,23.378 ,0.021 ,0.000 
1419,2,0.270 ,0.007 ,0.000 
1420,6,57.546 ,0.022 ,0.000 
1421,3,8.403 ,0.020 ,0.000 
1422,1,0.000 ,0.011 ,0.000 
1423,2,23.707 ,0.019 ,0.000 
1424,1,0.000 ,0.011 ,0.000 
1425,1,0.000 ,0.011 ,0.000 
1426,6,65.839 ,0.030 ,0.000 
1427,7,109.167 ,0.030 ,0.000 
1428,1,0.000 ,0.010 ,0.000 
1429,1,0.000 ,0.010 ,0.000 
1430,6,85.437 ,0.049 ,0.000 
1431,17,2266.578 ,0.087 ,0.001 
1432,1,0.000 ,0.010 ,0.000 
1433,5,7.263 ,0.036 ,0.000 
1434,4,9.340 ,0.023 ,0.000 
1435,1,0.000 ,0.010 ,0.000 
1436,1,0.000 ,0.010 ,0.000 
1437,1,0.000 ,0.010 ,0.000 
1438,2,0.000 ,0.003 ,0.000 
1439,4,12.856 ,0.017 ,0.000 
1440,2,0.000 ,0.011 ,0.000 
1441,9,23.154 ,0.059 ,0.000 
1442,10,147.216 ,0.036 ,0.000 
1443,5,229.224 ,0.022 ,0.000 
1444,13,224.296 ,0.047 ,0.000 
1445,2,3.344 ,0.003 ,0.000 
1446,20,654.490 ,0.071 ,0.001 
1447,11,243.537 ,0.065 ,0.000 
1448,1,0.000 ,0.007 ,0.000 
1449,3,10.802 ,0.018 ,0.000 
1450,1,0.000 ,0.005 ,0.000 
1451,1,0.000 ,0.001 ,0.000 
1452,1,0.000 ,0.001 ,0.000 
1453,3,24.263 ,0.011 ,0.000 
1454,3,14.574 ,0.009 ,0.000 
1455,19,13763.821 ,0.032 ,0.001 
1456,3,28.477 ,0.024 ,0.000 
1457,2,1.163 ,0.010 ,0.000 
1458,14,265.614 ,0.088 ,0.000 
1459,1,0.000 ,0.006 ,0.000 
1460,3,8.204 ,0.016 ,0.000 
1461,8,252.348 ,0.050 ,0.000 
1462,1,0.000 ,0.005 ,0.000 
1463,6,55.611 ,0.043 ,0.000 
1464,25,1617.434 ,0.084 ,0.001 
1465,1,0.000 ,0.006 ,0.000 
1466,3,4.296 ,0.030 ,0.000 
1467,3,20.073 ,0.013 ,0.000 
1468,2,8.917 ,0.015 ,0.000 
1469,1,0.000 ,0.005 ,0.000 
1470,2,0.000 ,0.017 ,0.000 
1471,4,14.095 ,0.033 ,0.000 
1472,10,158.149 ,0.068 ,0.000 
1473,2,13.651 ,0.016 ,0.000 
1474,11,76.713 ,0.059 ,0.000 
1475,8,131.175 ,0.038 ,0.000 
1476,4,10.011 ,0.029 ,0.000 
1477,13,784.655 ,0.051 ,0.001 
1478,2,0.000 ,0.016 ,0.000 
1479,2,0.226 ,0.017 ,0.000 
1480,1,0.000 ,0.005 ,0.000 
1481,9,99.218 ,0.083 ,0.000 
1482,2,1.124 ,0.010 ,0.000 
1483,4,9.952 ,0.019 ,0.000 
1484,17,2870.338 ,0.053 ,0.001 
1485,1,0.000 ,0.016 ,0.000 
1486,3,14.629 ,0.024 ,0.000 
1487,2,18.696 ,0.017 ,0.000 
1488,5,1979.680 ,0.023 ,0.000 
1489,5,101.619 ,0.031 ,0.000 
1490,3,56.211 ,0.022 ,0.000 
1491,1,0.000 ,0.016 ,0.000 
1492,1,0.000 ,0.016 ,0.000 
1493,2,38.807 ,0.019 ,0.000 
1494,1,0.000 ,0.016 ,0.000 
1495,1,0.000 ,0.016 ,0.000 
1496,1,0.000 ,0.016 ,0.000 
1497,1,0.000 ,0.016 ,0.000 
1498,1,0.000 ,0.016 ,0.000 
1499,1,0.000 ,0.016 ,0.000 
1500,2,11.451 ,0.018 ,0.000 
1501,1,0.000 ,0.016 ,0.000 
1502,1,0.000 ,0.016 ,0.000 
1503,1,0.000 ,0.016 ,0.000 
1504,1,0.000 ,0.016 ,0.000 
1505,1,0.000 ,0.016 ,0.000 
1506,12,360.412 ,0.087 ,0.000 
1507,1,0.000 ,0.004 ,0.000 
1508,1,0.000 ,0.004 ,0.000 
1509,1,0.000 ,0.002 ,0.000 
1510,8,34.873 ,0.052 ,0.000 
1511,15,806.072 ,0.063 ,0.001 
1512,4,8.924 ,0.018 ,0.000 
1513,30,961.844 ,0.159 ,0.001 
1514,1,0.000 ,0.000 ,0.000 
1515,3,18.662 ,0.008 ,0.000 
1516,6,71.954 ,0.025 ,0.000 
1517,2,8.054 ,0.005 ,0.000 
1518,6,77.740 ,0.027 ,0.000 
1519,9,27.467 ,0.047 ,0.000 
1520,6,31.387 ,0.028 ,0.000 
1521,8,101.856 ,0.055 ,0.000 
1522,1,0.000 ,0.007 ,0.000 
1523,2,1.022 ,0.015 ,0.000 
1524,6,19.669 ,0.027 ,0.000 
1525,3,17.372 ,0.012 ,0.000 
1526,1,0.000 ,0.006 ,0.000 
1527,1,0.000 ,0.004 ,0.000 
1528,4,49.225 ,0.006 ,0.000 
1529,13,197.356 ,0.065 ,0.000 
1530,3,20.731 ,0.021 ,0.000 
1531,1,0.000 ,0.005 ,0.000 
1532,15,607.052 ,0.052 ,0.001 
1533,2,1.248 ,0.011 ,0.000 
1534,1,0.000 ,0.007 ,0.000 
1535,4,5.934 ,0.019 ,0.000 
1536,13,170.635 ,0.054 ,0.000 
1537,9,120.255 ,0.038 ,0.000 
1538,4,12.211 ,0.020 ,0.000 
1539,2,0.000 ,0.003 ,0.000 
1540,1,0.000 ,0.011 ,0.000 
1541,2,0.000 ,0.007 ,0.000 
1542,3,1891.956 ,0.005 ,0.000 
1543,7,179.142 ,0.031 ,0.000 
1544,3,1891.000 ,0.015 ,0.000 
1545,1,0.000 ,0.007 ,0.000 
1546,1,0.000 ,0.007 ,0.000 
1547,4,15.616 ,0.018 ,0.000 
1548,17,523.690 ,0.066 ,0.001 
1549,1,0.000 ,0.003 ,0.000 
1550,4,0.000 ,0.012 ,0.000 
1551,4,38.057 ,0.018 ,0.000 
1552,3,6.532 ,0.004 ,0.000 
1553,1,0.000 ,0.002 ,0.000 
1554,5,23.974 ,0.028 ,0.000 
1555,5,39.566 ,0.033 ,0.000 
1556,1,0.000 ,0.002 ,0.000 
1557,1,0.000 ,0.002 ,0.000 
1558,1,0.000 ,0.008 ,0.000 
1559,1,0.000 ,0.008 ,0.000 
1560,1,0.000 ,0.008 ,0.000 
1561,2,7.614 ,0.011 ,0.000 
1562,6,237.024 ,0.024 ,0.000 
1563,4,55.553 ,0.019 ,0.000 
1564,2,13.119 ,0.010 ,0.000 
1565,2,23.245 ,0.009 ,0.000 
1566,1,0.000 ,0.008 ,0.000 
1567,1,0.000 ,0.008 ,0.000 
1568,1,0.000 ,0.008 ,0.000 
1569,1,0.000 ,0.008 ,0.000 
1570,1,0.000 ,0.008 ,0.000 
1571,1,0.000 ,0.008 ,0.000 
1572,1,0.000 ,0.008 ,0.000 
1573,1,0.000 ,0.008 ,0.000 
1574,1,0.000 ,0.008 ,0.000 
1575,1,0.000 ,0.008 ,0.000 
1576,1,0.000 ,0.008 ,0.000 
1577,3,37.531 ,0.012 ,0.000 
1578,3,16.701 ,0.013 ,0.000 
1579,1,0.000 ,0.005 ,0.000 
1580,2,0.000 ,0.007 ,0.000 
1581,24,727.259 ,0.146 ,0.001 
1582,3,4.011 ,0.012 ,0.000 
1583,2,0.934 ,0.012 ,0.000 
1584,3,4.356 ,0.014 ,0.000 
1585,1,0.000 ,0.006 ,0.000 
1586,2,0.484 ,0.009 ,0.000 
1587,11,422.634 ,0.039 ,0.000 
1588,1,0.000 ,0.004 ,0.000 
1589,5,92.330 ,0.019 ,0.000 
1590,3,7.729 ,0.004 ,0.000 
1591,2,4.243 ,0.008 ,0.000 
1592,1,0.000 ,0.002 ,0.000 
1593,10,619.618 ,0.046 ,0.000 
1594,2,4.902 ,0.011 ,0.000 
1595,5,493.160 ,0.030 ,0.000 
1596,13,191.315 ,0.074 ,0.000 
1597,6,17.179 ,0.034 ,0.000 
1598,3,7.878 ,0.012 ,0.000 
1599,6,299.308 ,0.047 ,0.000 
1600,1,0.000 ,0.015 ,0.000 
1601,3,16.930 ,0.007 ,0.000 
1602,3,1895.438 ,0.010 ,0.000 
1603,1,0.000 ,0.003 ,0.000 
1604,2,0.000 ,0.001 ,0.000 
1605,3,5.599 ,0.018 ,0.000 
1606,1,0.000 ,0.007 ,0.000 
1607,2,4.027 ,0.003 ,0.000 
1608,4,764.429 ,0.012 ,0.000 
1609,1,0.000 ,0.008 ,0.000 
1610,3,5.478 ,0.013 ,0.000 
1611,1,0.000 ,0.004 ,0.000 
1612,2,15.014 ,0.002 ,0.000 
1613,3,29.103 ,0.003 ,0.000 
1614,3,11.102 ,0.005 ,0.000 
1615,1,0.000 ,0.001 ,0.000 
1616,3,8.309 ,0.012 ,0.000 
1617,10,1678.724 ,0.029 ,0.000 
1618,2,14.089 ,0.002 ,0.000 
1619,2,0.000 ,0.019 ,0.000 
1620,1,0.000 ,0.016 ,0.000 
1621,2,0.000 ,0.026 ,0.000 
1622,2,30.174 ,0.017 ,0.000 
1623,10,89.060 ,0.042 ,0.000 
1624,1,0.000 ,0.007 ,0.000 
1625,1,0.000 ,0.001 ,0.000 
1626,1,0.000 ,0.001 ,0.000 
1627,2,49.962 ,0.007 ,0.000 
1628,1,0.000 ,0.001 ,0.000 
1629,1,0.000 ,0.001 ,0.000 
1630,1,0.000 ,0.001 ,0.000 
1631,1,0.000 ,0.001 ,0.000 
1632,4,34.977 ,0.028 ,0.000 
1633,1,0.000 ,0.005 ,0.000 
1634,4,21.019 ,0.018 ,0.000 
1635,2,4.701 ,0.004 ,0.000 
1636,1,0.000 ,0.008 ,0.000 
1637,1,0.000 ,0.008 ,0.000 
1638,1,0.000 ,0.008 ,0.000 
1639,2,1.954 ,0.023 ,0.000 
1640,4,1908.847 ,0.018 ,0.000 
1641,1,0.000 ,0.009 ,0.000 
1642,1,0.000 ,0.009 ,0.000 
1643,3,5.532 ,0.018 ,0.000 
1644,5,12.570 ,0.027 ,0.000 
1645,2,6.455 ,0.012 ,0.000 
1646,1,0.000 ,0.010 ,0.000 
1647,7,68.366 ,0.071 ,0.000 
1648,1,0.000 ,0.010 ,0.000 
1649,5,1910.976 ,0.021 ,0.000 
1650,1,0.000 ,0.001 ,0.000 
1651,5,100.481 ,0.007 ,0.000 
1652,1,0.000 ,0.003 ,0.000 
1653,3,0.000 ,0.029 ,0.000 
1654,2,1.538 ,0.010 ,0.000 
1655,8,122.155 ,0.033 ,0.000 
1656,1,0.000 ,0.007 ,0.000 
1657,1,0.000 ,0.015 ,0.000 
1658,1,0.000 ,0.015 ,0.000 
1659,1,0.000 ,0.015 ,0.000 
1660,3,16.620 ,0.018 ,0.000 
1661,5,36.071 ,0.034 ,0.000 
1662,1,0.000 ,0.015 ,0.000 
1663,1,0.000 ,0.015 ,0.000 
1664,4,14.072 ,0.032 ,0.000 
1665,4,72.914 ,0.020 ,0.000 
1666,2,0.000 ,0.018 ,0.000 
1667,2,5.732 ,0.018 ,0.000 
1668,1,0.000 ,0.002 ,0.000 
1669,1,0.000 ,0.002 ,0.000 
1670,5,17.612 ,0.031 ,0.000 
1671,1,0.000 ,0.003 ,0.000 
1672,1,0.000 ,0.003 ,0.000 
1673,12,84.019 ,0.064 ,0.000 
1674,2,3.700 ,0.006 ,0.000 
1675,3,118.643 ,0.008 ,0.000 
1676,2,3.168 ,0.009 ,0.000 
1677,1,0.000 ,0.007 ,0.000 
1678,2,0.000 ,0.008 ,0.000 
1679,1,0.000 ,0.001 ,0.000 
1680,2,0.000 ,0.005 ,0.000 
1681,4,16.529 ,0.009 ,0.000 
1682,1,0.000 ,0.001 ,0.000 
1683,1,0.000 ,0.004 ,0.000 
1684,1,0.000 ,0.004 ,0.000 
1685,2,87.991 ,0.004 ,0.000 
1686,1,0.000 ,0.004 ,0.000 
1687,1,0.000 ,0.004 ,0.000 
1688,2,0.000 ,0.005 ,0.000 
1689,1,0.000 ,0.001 ,0.000 
1690,2,2.850 ,0.008 ,0.000 
1691,2,0.000 ,0.003 ,0.000 
1692,2,0.328 ,0.011 ,0.000 
1693,4,3.692 ,0.020 ,0.000 
1694,7,1380.941 ,0.018 ,0.000 
1695,1,0.000 ,0.002 ,0.000 
1696,1,0.000 ,0.007 ,0.000 
1697,5,506.316 ,0.040 ,0.000 
1698,1,0.000 ,0.004 ,0.000 
1699,1,0.000 ,0.004 ,0.000 
1700,1,0.000 ,0.004 ,0.000 
1701,1,0.000 ,0.004 ,0.000 
1702,1,0.000 ,0.005 ,0.000 
1703,1,0.000 ,0.005 ,0.000 
1704,3,7.367 ,0.019 ,0.000 
1705,6,46.694 ,0.012 ,0.000 
1706,4,303.823 ,0.020 ,0.000 
1707,2,0.000 ,0.006 ,0.000 
1708,1,0.000 ,0.005 ,0.000 
1709,1,0.000 ,0.005 ,0.000 
1710,1,0.000 ,0.001 ,0.000 
1711,4,16.738 ,0.012 ,0.000 
1712,2,11.935 ,0.004 ,0.000 
1713,2,5.776 ,0.006 ,0.000 
1714,2,1891.000 ,0.003 ,0.000 
1715,1,0.000 ,0.002 ,0.000 
1716,2,2.768 ,0.003 ,0.000 
1717,2,7.827 ,0.003 ,0.000 
1718,3,11.733 ,0.010 ,0.000 
1719,4,17.115 ,0.019 ,0.000 
1720,2,0.000 ,0.002 ,0.000 
1721,1,0.000 ,0.006 ,0.000 
1722,6,54.932 ,0.022 ,0.000 
1723,1,0.000 ,0.002 ,0.000 
1724,1,0.000 ,0.001 ,0.000 
1725,2,2.282 ,0.008 ,0.000 
1726,3,13.598 ,0.006 ,0.000 
1727,2,1.577 ,0.007 ,0.000 
1728,2,2.944 ,0.001 ,0.000 
1729,1,0.000 ,0.001 ,0.000 
1730,4,21.663 ,0.015 ,0.000 
1731,1,0.000 ,0.005 ,0.000 
1732,1,0.000 ,0.001 ,0.000 
1733,1,0.000 ,0.002 ,0.000 
1734,2,1.000 ,0.005 ,0.000 
1735,2,14.498 ,0.003 ,0.000 
1736,4,26.502 ,0.013 ,0.000 
1737,1,0.000 ,0.001 ,0.000 
1738,2,26.922 ,0.003 ,0.000 
1739,1,0.000 ,0.001 ,0.000 
1740,2,1.832 ,0.007 ,0.000 
1741,1,0.000 ,0.005 ,0.000 
1742,1,0.000 ,0.002 ,0.000 
1743,7,77.931 ,0.022 ,0.000 
1744,5,19.602 ,0.011 ,0.000 
1745,1,0.000 ,0.003 ,0.000 
1746,1,0.000 ,0.001 ,0.000 
1747,3,6.718 ,0.012 ,0.000 
1748,1,0.000 ,0.004 ,0.000 
1749,2,0.000 ,0.010 ,0.000 
1750,1,0.000 ,0.006 ,0.000 
1751,5,28.173 ,0.007 ,0.000 
1752,1,0.000 ,0.002 ,0.000 
1753,1,0.000 ,0.002 ,0.000 
1754,1,0.000 ,0.001 ,0.000 
1755,13,1959.595 ,0.052 ,0.001 
1756,1,0.000 ,0.001 ,0.000 
1757,6,37.170 ,0.012 ,0.000 
1758,1,0.000 ,0.003 ,0.000 
1759,1,0.000 ,0.007 ,0.000 
1760,1,0.000 ,0.004 ,0.000 
1761,1,0.000 ,0.007 ,0.000 
1762,1,0.000 ,0.007 ,0.000 
1763,1,0.000 ,0.003 ,0.000 
1764,1,0.000 ,0.005 ,0.000 
1765,3,2.727 ,0.011 ,0.000 
1766,1,0.000 ,0.004 ,0.000 
1767,1,0.000 ,0.002 ,0.000 
1768,1,0.000 ,0.004 ,0.000 
1769,1,0.000 ,0.001 ,0.000 
1770,5,39.119 ,0.017 ,0.000 
1771,1,0.000 ,0.003 ,0.000 
1772,1,0.000 ,0.003 ,0.000 
1773,1,0.000 ,0.002 ,0.000 
1774,2,9.078 ,0.005 ,0.000 
1775,1,0.000 ,0.004 ,0.000 
1776,1,0.000 ,0.004 ,0.000 
1777,1,0.000 ,0.002 ,0.000 
1778,2,1.400 ,0.013 ,0.000 
1779,1,0.000 ,0.010 ,0.000 
1780,1,0.000 ,0.010 ,0.000 
1781,1,0.000 ,0.005 ,0.000 
1782,1,0.000 ,0.000 ,0.000 
1783,4,64.257 ,0.010 ,0.000 
1784,1,0.000 ,0.004 ,0.000 
1785,2,1.125 ,0.006 ,0.000 
1786,1,0.000 ,0.008 ,0.000 
1787,1,0.000 ,0.004 ,0.000 
1788,1,0.000 ,0.004 ,0.000 
1789,2,1.796 ,0.011 ,0.000 
1790,3,0.000 ,0.011 ,0.000 
1791,2,8.831 ,0.005 ,0.000 
1792,1,0.000 ,0.003 ,0.000 
1793,1,0.000 ,0.003 ,0.000 
1794,1,0.000 ,0.003 ,0.000 
1795,1,0.000 ,0.003 ,0.000 
1796,1,0.000 ,0.003 ,0.000 
1797,1,0.000 ,0.006 ,0.000 
1798,1,0.000 ,0.011 ,0.000 
1799,2,1172.876 ,0.012 ,0.000 
1800,1,0.000 ,0.011 ,0.000 
1801,1,0.000 ,0.014 ,0.000 
1802,1,0.000 ,0.006 ,0.000 
1803,2,6.293 ,0.006 ,0.000 
1804,3,6.960 ,0.008 ,0.000 
1805,1,0.000 ,0.003 ,0.000 
1806,3,6.821 ,0.013 ,0.000 
1807,1,0.000 ,0.001 ,0.000 
1808,4,1907.277 ,0.014 ,0.000 
1809,1,0.000 ,0.005 ,0.000 
1810,1,0.000 ,0.005 ,0.000 
1811,4,7.498 ,0.010 ,0.000 
1812,1,0.000 ,0.002 ,0.000 
1813,2,2.098 ,0.005 ,0.000 
1814,1,0.000 ,0.001 ,0.000 
1815,1,0.000 ,0.001 ,0.000 
1816,2,5.970 ,0.002 ,0.000 
1817,4,95.135 ,0.014 ,0.000 
1818,2,4.714 ,0.001 ,0.000 
1819,1,0.000 ,0.002 ,0.000 
1820,1,0.000 ,0.002 ,0.000 
1821,1,0.000 ,0.001 ,0.000 
1822,1,0.000 ,0.002 ,0.000 
1823,1,0.000 ,0.002 ,0.000 
1824,1,0.000 ,0.001 ,0.000 
1825,1,0.000 ,0.003 ,0.000 
1826,1,0.000 ,0.003 ,0.000 
1827,2,41.004 ,0.009 ,0.000 
1828,3,70.301 ,0.007 ,0.000 
1829,1,0.000 ,0.001 ,0.000 
1830,1,0.000 ,0.001 ,0.000 
1831,1,0.000 ,0.001 ,0.000 
1832,1,0.000 ,0.001 ,0.000 
1833,1,0.000 ,0.001 ,0.000 
1834,2,0.859 ,0.006 ,0.000 
1835,1,0.000 ,0.002 ,0.000 
1836,1,0.000 ,0.000 ,0.000 
1837,2,2.366 ,0.004 ,0.000 
1838,1,0.000 ,0.002 ,0.000 
1839,3,17.654 ,0.011 ,0.000 
1840,1,0.000 ,0.002 ,0.000 
1841,2,20.464 ,0.010 ,0.000 
1842,1,0.000 ,0.002 ,0.000 
1843,2,3.179 ,0.015 ,0.000 
1844,1,0.000 ,0.005 ,0.000 
1845,1,0.000 ,0.004 ,0.000 
1846,4,2748.450 ,0.008 ,0.000 
1847,1,0.000 ,0.008 ,0.000 
1848,1,0.000 ,0.008 ,0.000 
1849,1,0.000 ,0.008 ,0.000 
1850,5,1895.798 ,0.008 ,0.000 
1851,2,10.142 ,0.010 ,0.000 
1852,2,2.626 ,0.006 ,0.000 
1853,2,12.985 ,0.003 ,0.000 
1854,2,3.582 ,0.003 ,0.000 
1855,1,0.000 ,0.002 ,0.000 
1856,2,3.838 ,0.007 ,0.000 
1857,3,6.479 ,0.021 ,0.000 
1858,1,0.000 ,0.002 ,0.000 
1859,1,0.000 ,0.000 ,0.000 
1860,1,0.000 ,0.004 ,0.000 
1861,2,1891.000 ,0.001 ,0.000 
1862,1,0.000 ,0.000 ,0.000 
1863,1,0.000 ,0.008 ,0.000 
1864,1,0.000 ,0.003 ,0.000 
1865,1,0.000 ,0.003 ,0.000 
1866,1,0.000 ,0.003 ,0.000 
1867,1,0.000 ,0.000 ,0.000 
1868,1,0.000 ,0.003 ,0.000 
1869,1,0.000 ,0.001 ,0.000 
1870,2,5.072 ,0.016 ,0.000 
1871,1,0.000 ,0.008 ,0.000 
1872,1,0.000 ,0.008 ,0.000 
1873,1,0.000 ,0.004 ,0.000 
1874,2,0.584 ,0.017 ,0.000 
1875,1,0.000 ,0.003 ,0.000 
1876,1,0.000 ,0.002 ,0.000 
1877,1,0.000 ,0.006 ,0.000 
1878,1,0.000 ,0.000 ,0.000 
1879,1,0.000 ,0.010 ,0.000 
1880,1,0.000 ,0.010 ,0.000 
1881,1,0.000 ,0.003 ,0.000 
1882,1,0.000 ,0.003 ,0.000 
1883,2,26.374 ,0.001 ,0.000 
1884,1,0.000 ,0.008 ,0.000 
1887,2,1891.000 ,0.001 ,0.000 
1888,1,0.000 ,0.000 ,0.000 
1891,1,0.000 ,0.001 ,0.000 
1892,3,88.577 ,0.002 ,0.000 
1893,1,0.000 ,0.000 ,0.000 
1894,1,0.000 ,0.000 ,0.000 
1895,1,0.000 ,0.002 ,0.000 
1896,1,0.000 ,0.001 ,0.000 
1897,1,0.000 ,0.004 ,0.000 
1898,1,0.000 ,0.003 ,0.000 
1899,26,1106.377 ,0.118 ,0.001 
